,Paw Velocity (mm/s),Paw Height (mm),Pain Score
mean,1373.8035294117647,11.01235294117647,1.3529411764705883
scaler,693.5173486268146,6.313224709162007,1.3258150199511347
pca,0.5694116186385916,0.5748969723885237,0.5875915926031345
