,Animal,GENDER,Genotype (I.D.),PCA,Pain Score,Paw Height (mm),Paw Velocity (mm/s),Stimulus,TIME,TiME,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Zscore Height,Zscore Pain,Zscore Velocity,file,pca1,Paw Velocity (mm/s)_scaled,Paw Height (mm)_scaled,Pain Score_scaled,used for training,p_pain
1,2.0,,C57,,0.0,4.14,235.76,cotton swab,,,,,,,,,,,,,,,,C57 female.csv,-2.1598155283500446,-1.6409734113575174,-1.0885646017324606,-1.0204599858285308,1.0,0.16150849373017
2,3.0,,C57,,1.0,5.5,1416.35,cotton swab,,,,,,,,,,,,,,,,C57 female.csv,-0.6234559573592008,0.06134881942388111,-0.8731437886531617,-0.2662069528248342,1.0,0.2721923440720767
3,4.0,,C57,,0.0,6.73,696.17,cotton swab,,,,,,,,,,,,,,,,C57 female.csv,-1.545944986116916,-0.9770967240451873,-0.6783146709417369,-1.0204599858285308,1.0,0.12982151101748593
4,5.0,,C57,,0.0,5.88,621.26,cotton swab,,,,,,,,,,,,,,,,C57 female.csv,-1.6848527384244483,-1.085111325479923,-0.8129526791162988,-1.0204599858285308,1.0,0.1312845518279482
5,6.0,,C57,,0.0,3.88,572.6,cotton swab,,,,,,,,,,,,,,,,C57 female.csv,-1.9069296417744028,-1.1552753957751336,-1.129747992468209,-1.0204599858285308,1.0,0.13996442832445788
6,7.0,,C57,,0.0,7.81,1208.25,cotton swab,,,,,,,,,,,,,,,,C57 female.csv,-1.0271549732380643,-0.23871577220031434,-0.5072452017317055,-1.0204599858285308,1.0,0.1614774919813157
7,8.0,,C57,,0.0,5.5,1055.94,cotton swab,,,,,,,,,,,,,,,,C57 female.csv,-1.3625629127656234,-0.4583353683093062,-0.8731437886531617,-1.0204599858285308,1.0,0.13295047553848857
8,9.0,,C57,,0.0,5.05,1288.35,cotton swab,,,,,,,,,,,,,,,,C57 female.csv,-1.212721000476544,-0.12321758003742131,-0.9444227341573416,-1.0204599858285308,1.0,0.14110743276359172
9,1.0,,C57,,0.0,6.52,479.51,dynamic brush,,,,,,,,,,,,,,,,C57 female.csv,-1.742956519033756,-1.2895041936333576,-0.7115781788436876,-1.0204599858285308,,0.1327824453186626
10,2.0,,C57,,0.0,7.63,670.5,dynamic brush,,,,,,,,,,,,,,,,C57 female.csv,-1.4850652100580353,-1.0141109386871532,-0.5357567799333774,-1.0204599858285308,,0.13016514366010515
11,3.0,,C57,,1.0,6.72,743.42,dynamic brush,,,,,,,,,,,,,,,,C57 female.csv,-1.064868310596617,-0.9089657679940425,-0.6798986475084966,-0.2662069528248342,,0.15619188740333365
12,4.0,,C57,,2.0,8.4,1501.5,dynamic brush,,,,,,,,,,,,,,,,C57 female.csv,0.1537298591935117,0.18412873281552108,-0.4137905842928919,0.48804608017886253,,0.6778555353861717
13,5.0,,C57,,1.0,8.39,485.64,dynamic brush,,,,,,,,,,,,,,,,C57 female.csv,-1.1244441855310106,-1.280665193409156,-0.41537456085965146,-0.2662069528248342,,0.14911121318447304
14,6.0,,C57,,3.0,11.09,1704.52,dynamic brush,,,,,,,,,,,,,,,,C57 female.csv,1.0085696132178823,0.4768683454610962,0.01229911216542717,1.2422991131825591,,0.8039905449538601
15,7.0,,C57,,0.0,7.67,345.45,dynamic brush,,,,,,,,,,,,,,,,C57 female.csv,-1.7483046440580057,-1.4828086585691558,-0.5294208736663392,-1.0204599858285308,,0.1329467075676051
16,8.0,,C57,,1.0,9.48,1346.76,dynamic brush,,,,,,,,,,,,,,,,C57 female.csv,-0.31816466017840705,-0.038994741033244046,-0.24272111508286043,-0.2662069528248342,,0.43207145813317877
17,9.0,,C57,,0.0,7.97,972.3,dynamic brush,,,,,,,,,,,,,,,,C57 female.csv,-1.2063114750856763,-0.5789379749573011,-0.4819015766635527,-1.0204599858285308,,0.14159896050140497
18,1.0,,C57,,2.0,11.04,1290.04,light pinprick,,,,,,,,,,,,,,,,C57 female.csv,0.22051543005574256,-0.12078072679453372,0.004379229331629302,0.48804608017886253,,0.7013499004070073
19,2.0,,C57,,0.0,9.77,543.41,light pinprick,,,,,,,,,,,,,,,,C57 female.csv,-1.3945389147031173,-1.1973651864022854,-0.19678579464683357,-1.0204599858285308,,0.1319286084573923
20,3.0,,C57,,0.0,8.74,838.53,light pinprick,,,,,,,,,,,,,,,,C57 female.csv,-1.24602518258209,-0.77182428164432,-0.3599353810230672,-1.0204599858285308,,0.13875877750474877
21,4.0,,C57,,1.0,16.16,1360.89,light pinprick,,,,,,,,,,,,,,,,C57 female.csv,0.3017331461659167,-0.018620340842711053,0.8153752315125194,-0.2662069528248342,,0.7256538568115101
22,5.0,,C57,,3.0,13.28,1898.93,light pinprick,,,,,,,,,,,,,,,,C57 female.csv,1.3676162291632288,0.7571929838929072,0.3591899802857687,1.2422991131825591,,0.8003831239947858
23,6.0,,C57,,0.0,7.24,628.23,light pinprick,,,,,,,,,,,,,,,,C57 female.csv,-1.5552852547403961,-1.0750611082592567,-0.5975318660369998,-1.0204599858285308,,0.12982406119209836
24,7.0,,C57,,0.0,8.42,1182.88,light pinprick,,,,,,,,,,,,,,,,C57 female.csv,-0.9924369591698091,-0.27529740934354263,-0.41062263115937286,-1.0204599858285308,,0.16694902419889882
25,8.0,,C57,,2.0,7.75,1520.15,light pinprick,,,,,,,,,,,,,,,,C57 female.csv,0.10985190355116208,0.2110206339870313,-0.5167490611322628,0.48804608017886253,,0.6606229405992107
26,9.0,,C57,,2.0,6.93,1457.33,light pinprick,,,,,,,,,,,,,,,,C57 female.csv,-0.01639749821284551,0.12043890575141374,-0.646635139606546,0.48804608017886253,,0.6041402547928675
27,1.0,,C57,,3.0,16.97,1564.67,heavy pinprick,,,,,,,,,,,,,,,,C57 female.csv,1.4291924516793753,0.27521513479966553,0.9436773334200429,1.2422991131825591,1.0,0.7990487859181803
28,2.0,,C57,,3.0,20.62,3077.72,heavy pinprick,,,,,,,,,,,,,,,,C57 female.csv,3.0038579242167613,2.456919749681881,1.5218287802872792,1.2422991131825591,1.0,0.7989617957352342
29,3.0,,C57,,4.0,20.6,2395.61,heavy pinprick,,,,,,,,,,,,,,,,C57 female.csv,2.8851837902252155,1.4733682908025925,1.5186608271537603,1.9965521461862559,1.0,0.8058246004905255
30,4.0,,C57,,1.0,16.55,1277.38,heavy pinprick,,,,,,,,,,,,,,,,C57 female.csv,0.26868166702241675,-0.13903549724125294,0.877150317616142,-0.2662069528248342,1.0,0.7163087148394676
31,5.0,,C57,,2.0,16.4,1688.02,heavy pinprick,,,,,,,,,,,,,,,,C57 female.csv,1.0353705559653608,0.45307658303053766,0.8533906691147485,0.48804608017886253,1.0,0.8041871023763474
32,6.0,,C57,,3.0,19.09,2230.37,heavy pinprick,,,,,,,,,,,,,,,,C57 female.csv,2.168816814838113,1.235104604498017,1.2794803655730678,1.2422991131825591,1.0,0.7988650905083573
33,7.0,,C57,,2.0,18.26,1222.23,heavy pinprick,,,,,,,,,,,,,,,,C57 female.csv,0.8223101539329533,-0.21855766075915017,1.1480103105320254,0.48804608017886253,1.0,0.7990487797781598
34,8.0,,C57,,2.0,7.68,1065.73,heavy pinprick,,,,,,,,,,,,,,,,C57 female.csv,-0.2696234762893328,-0.4442189226005082,-0.5278368970995797,0.48804608017886253,1.0,0.4608135596210421
0,1.0,,CD1,,0.0,8.66,702.0,0.6,,,,,,,,,,,,,,,,CD1 male VFH.csv,-1.3654079681609137,-0.9686903013197233,-0.3726071935571436,-1.0204599858285308,,0.1328504260111101
1,2.0,,CD1,,1.0,4.9,455.34,0.6,,,,,,,,,,,,,,,,CD1 male VFH.csv,-1.467129508624012,-1.3243555207816364,-0.9681823826587347,-0.2662069528248342,,0.13039042088520617
2,3.0,,CD1,,2.0,9.28,1062.95,0.6,,,,,,,,,,,,,,,,CD1 male VFH.csv,-0.12620625887037254,-0.44822747408880836,-0.2744006464180516,0.48804608017886253,,0.5446426908859645
3,4.0,,CD1,,0.0,8.04,398.45,0.6,,,,,,,,,,,,,,,,CD1 male VFH.csv,-1.6710959919252426,-1.4063866337922104,-0.47081374069623594,-1.0204599858285308,,0.13100609389011525
4,5.0,,CD1,,1.0,8.73,865.67,0.6,,,,,,,,,,,,,,,,CD1 male VFH.csv,-0.7814597993510105,-0.7326904372585408,-0.36151935758982673,-0.2662069528248342,,0.21528822346154133
5,6.0,,CD1,,1.0,2.25,576.53,0.6,,,,,,,,,,,,,,,,CD1 male VFH.csv,-1.6089417821299894,-1.1496086305416735,-1.3879361728500157,-0.2662069528248342,,0.13011089260666509
6,7.0,,CD1,,1.0,4.11,683.42,0.6,,,,,,,,,,,,,,,,CD1 male VFH.csv,-1.3518039311444765,-0.995481267741528,-1.0933165314327393,-0.2662069528248342,,0.1333454405909478
7,8.0,,CD1,,1.0,8.12,668.03,0.6,,,,,,,,,,,,,,,,CD1 male VFH.csv,-0.9992799165231396,-1.017672493426758,-0.45814192816215954,-0.2662069528248342,,0.16582247207115652
8,9.0,,CD1,,2.0,6.82,829.98,0.6,,,,,,,,,,,,,,,,CD1 male VFH.csv,-0.5414993482893553,-0.7841527403583367,-0.664058881840901,0.48804608017886253,,0.30937414070282543
9,1.0,,CD1,,1.0,6.17,693.1,1.4,,,,,,,,,,,,,,,,CD1 male VFH.csv,-1.1562677718087715,-0.9815234337822669,-0.7670173586802718,-0.2662069528248342,,0.14590704026772852
10,2.0,,CD1,,0.0,3.41,452.16,1.4,,,,,,,,,,,,,,,,CD1 male VFH.csv,-2.048616061394172,-1.328940842268253,-1.2041948911059077,-1.0204599858285308,,0.15022844325304133
11,3.0,,CD1,,1.0,11.11,1471.05,1.4,,,,,,,,,,,,,,,,CD1 male VFH.csv,-0.06768489592479886,0.14022211669367213,0.015467065298946203,-0.2662069528248342,,0.5769609482262489
12,4.0,,CD1,,0.0,7.2,874.65,1.4,,,,,,,,,,,,,,,,CD1 male VFH.csv,-1.3566048914863904,-0.7197419507963337,-0.6038677723040381,-1.0204599858285308,,0.13316592884596826
13,5.0,,CD1,,2.0,15.76,658.45,1.4,,,,,,,,,,,,,,,,CD1 male VFH.csv,0.13176340250162408,-1.03148613488644,0.7520161688421374,0.48804608017886253,,0.6694082524509318
14,6.0,,CD1,,0.0,5.37,568.28,1.4,,,,,,,,,,,,,,,,CD1 male VFH.csv,-1.7747936962361972,-1.1615045117569527,-0.8937354840210359,-1.0204599858285308,,0.13382698784930852
15,7.0,,CD1,,2.0,5.53,892.74,1.4,,,,,,,,,,,,,,,,CD1 male VFH.csv,-0.607440732627192,-0.6936575276224669,-0.8683918589528831,0.48804608017886253,,0.27905302555322326
16,8.0,,CD1,,2.0,10.42,774.5,1.4,,,,,,,,,,,,,,,,CD1 male VFH.csv,-0.2592267385316446,-0.864150739124845,-0.09382731780746273,0.48804608017886253,,0.46700052899357564
17,9.0,,CD1,,1.0,11.66,479.89,1.4,,,,,,,,,,,,,,,,CD1 male VFH.csv,-0.8313913866458428,-1.2889562621349568,0.1025857764707216,-0.2662069528248342,,0.20122870811309876
18,10.0,,CD1,,1.0,7.85,1489.35,1.4,,,,,,,,,,,,,,,,CD1 male VFH.csv,-0.34952290846249895,0.16660934411665515,-0.5009092954646673,-0.2662069528248342,,0.41380681552763104
19,1.0,,CD1,,1.0,6.92,1352.3,4.0,,,,,,,,,,,,,,,,CD1 male VFH.csv,-0.5467356227091201,-0.031006476556559606,-0.6482191161733055,-0.2662069528248342,,0.30684781747130524
20,2.0,,CD1,,0.0,13.71,1155.18,4.0,,,,,,,,,,,,,,,,CD1 male VFH.csv,-0.5334602692721339,-0.31523873172696515,0.42730097265642963,-1.0204599858285308,,0.313291108347385
21,3.0,,CD1,,1.0,9.79,1330.23,4.0,,,,,,,,,,,,,,,,CD1 male VFH.csv,-0.3035072742901331,-0.06282976121367627,-0.19361784151331454,-0.2662069528248342,,0.44070804954356585
22,4.0,,CD1,,2.0,14.02,1037.03,4.0,,,,,,,,,,,,,,,,CD1 male VFH.csv,0.28414761468179883,-0.48560216997972216,0.4764042462259755,0.48804608017886253,,0.7207726020974871
23,5.0,,CD1,,0.0,12.51,1257.9,4.0,,,,,,,,,,,,,,,,CD1 male VFH.csv,-0.5583969317383615,-0.16712419615926993,0.23722378464528338,-1.0204599858285308,,0.30129351962349793
24,6.0,,CD1,,0.0,16.77,1003.66,4.0,,,,,,,,,,,,,,,,CD1 male VFH.csv,-0.37921485062440297,-0.533719207089282,0.911997802084852,-1.0204599858285308,,0.39687912347319343
25,7.0,,CD1,,2.0,13.98,993.05,4.0,,,,,,,,,,,,,,,,CD1 male VFH.csv,0.24439539311285954,-0.5490180312946291,0.47006833995893743,0.48804608017886253,,0.7089689461477742
26,8.0,,CD1,,1.0,9.3,1018.9,4.0,,,,,,,,,,,,,,,,CD1 male VFH.csv,-0.6037449547515187,-0.5117442701534207,-0.2712326932845323,-0.2662069528248342,,0.2806646785919181
27,9.0,,CD1,,1.0,17.47,1595.65,4.0,,,,,,,,,,,,,,,,CD1 male VFH.csv,0.6137742297739877,0.3198859711692839,1.0228761617580204,-0.2662069528248342,,0.7831184357724394
28,10.0,,CD1,,2.0,8.95,1307.5,4.0,,,,,,,,,,,,,,,,CD1 male VFH.csv,0.04453066639760175,-0.09560471636801539,-0.3266718731211168,0.48804608017886253,,0.6350378930136521
0,1.0,Male,TrpV1-ChR2,,2.0,9.63,502.91,10mw blue,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,-0.5541546378375117,-1.255763148731838,-0.2189614665814671,0.48804608017886253,,0.3033025707816081
1,2.0,Male,TrpV1-ChR2,,2.0,11.14,1427.52,10mw blue,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,0.34249945870321385,0.07745512162687143,0.020218994999225037,0.48804608017886253,,0.736198251540202
2,3.0,Male,TrpV1-ChR2,,2.0,9.35,800.72,10mw blue,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,-0.33513553437892607,-0.8263434657351938,-0.2633128104507347,0.48804608017886253,,0.42214494931398877
3,4.0,Male,TrpV1-ChR2,,1.0,9.26,247.63,10mw blue,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,-1.2406377913889146,-1.6238577616574734,-0.27756859955157065,-0.2662069528248342,,0.13911596843233642
4,5.0,Male,TrpV1-ChR2,,2.0,8.29,781.92,10mw blue,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,-0.44709732593196605,-0.8534516556560727,-0.43121432652724717,0.48804608017886253,,0.3600177263925457
5,6.0,Male,TrpV1-ChR2,,2.0,11.65,870.91,10mw blue,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,-0.06806274940176969,-0.7251347502805937,0.10100179990396209,0.48804608017886253,,0.5767567228494667
6,7.0,Female,TrpV1-ChR2,,2.0,11.24,1378.81,10mw blue,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,0.3116124027494998,0.007218955081871062,0.03605876066682049,0.48804608017886253,,0.728306904232196
7,8.0,Female,TrpV1-ChR2,,3.0,11.19,243.22,10mw blue,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,-0.18212283183722308,-1.6302166508889133,0.028138877833022623,1.2422991131825591,,0.5125559613692255
8,9.0,Male,TrpV1-ChR2,,3.0,21.3,1787.46,10mw blue,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,2.0064138270375715,0.5964616046120371,1.6295391868269287,1.2422991131825591,,0.7951538171787099
9,10.0,Male,TrpV1-ChR2,,2.0,13.9,2216.75,10mw blue,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,1.2418278790688662,1.2154655860553378,0.45739652742486103,0.48804608017886253,,0.8027936004430595
10,11.0,Male,TrpV1-ChR2,,3.0,5.66,210.7,10mw blue,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,-0.712398043211065,-1.6771080517520505,-0.8478001635850089,1.2422991131825591,,0.23777066207787645
11,12.0,Male,TrpV1-ChR2,,2.0,13.95,392.92,10mw blue,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,-0.2510725207202127,-1.4143604790189368,0.4653164102586586,0.48804608017886253,,0.4718527873323914
12,13.0,Male,TrpV1-ChR2,,2.0,8.67,924.75,10mw blue,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,-0.2952232326476123,-0.6475015085071834,-0.3710232169903841,0.48804608017886253,,0.44560929856759024
13,14.0,Male,TrpV1-ChR2,,2.0,11.4,1190.45,10mw blue,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,0.17152961547394013,-0.26438203712540165,0.06140238573497332,0.48804608017886253,,0.6844372377338116
14,15.0,Male,TrpV1-ChR2,,2.0,11.61,929.33,10mw blue,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,-0.02373956915986334,-0.6408974920264586,0.09466589363692375,0.48804608017886253,,0.6003151053195571
15,10.0,Male,TrpV1-ChR2,,2.0,9.7481,1109.8,10mw blue+ painkiller,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,-0.045113842246877846,-0.3806732880359802,-0.2002547033280368,0.48804608017886253,,0.5890544722025439
16,11.0,Male,TrpV1-ChR2,,1.0,8.7407,804.32,10mw blue+ painkiller,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,-0.8308567790755511,-0.8211525357503446,-0.359824502663394,-0.2662069528248342,,0.20136991721757644
17,12.0,Male,TrpV1-ChR2,,2.0,12.3896,1260.63,10mw blue+ painkiller,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,0.31926610846339487,-0.16318774092075933,0.21815270678149837,0.48804608017886253,,0.7303188544579935
18,13.0,Male,TrpV1-ChR2,,0.0,5.7708,476.52,10mw blue+ painkiller,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,-1.8136353551584523,-1.293815549370774,-0.830249703225313,-1.0204599858285308,,0.13532228347251607
19,14.0,Male,TrpV1-ChR2,,0.0,6.9868,393.26,10mw blue+ painkiller,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,-1.7712640848206778,-1.4138702245203678,-0.6376381527073518,-1.0204599858285308,,0.13370323927549072
20,15.0,Male,TrpV1-ChR2,,0.0,9.4748,976.15,10mw blue+ painkiller,,,,,,,,,,,,,,,,TrpV1-ChR2.csv,-1.0661198379450154,-0.5733865637235042,-0.24354478289757545,-1.0204599858285308,,0.15602762094750047
0,1.0,FEMALE,MrgD-ChR2,,0.0,6.95,652.65,bl,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-1.561643318570108,-1.0398492998620301,-0.6434671864730268,-1.0204599858285308,,0.12983395384253502
1,2.0,FEMALE,MrgD-ChR2,,0.0,6.05,343.83,bl,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-1.8971557230636547,-1.4851445770623382,-0.7860250774813864,-1.0204599858285308,,0.13940495724522167
2,3.0,FEMALE,MrgD-ChR2,,2.0,12.91,342.3,bl,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-0.38733883988176754,-1.487350722305899,0.3005828473156655,0.48804608017886253,,0.3923235231108431
3,4.0,MALE,MrgD-ChR2,,2.0,9.77,465.54,bl,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-0.5720885065494937,-1.3096478858245637,-0.19678579464683357,0.48804608017886253,,0.29490080736216717
4,5.0,MALE,MrgD-ChR2,,0.0,2.33,232.63,bl,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-2.3272082344315894,-1.6454866365943448,-1.3752643603159393,-1.0204599858285308,,0.1849471393576634
5,6.0,MALE,MrgD-ChR2,,1.0,7.24,364.08,bl,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-1.3289725664724674,-1.4559455958975618,-0.5975318660369998,-0.2662069528248342,,0.13427295866645106
6,7.0,FEMALE,MrgD-ChR2,,2.0,6.99,143.02,bl,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-1.0900464667527379,-1.774697535467214,-0.6371312802059886,0.48804608017886253,,0.1530185566320335
7,8.0,FEMALE,MrgD-ChR2,,2.0,9.91,1017.53,bl,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-0.10612902749545981,-0.5137197073976549,-0.17461012271219978,0.48804608017886253,,0.5558846826240833
8,9.0,FEMALE,MrgD-ChR2,,2.0,8.24,480.13,bl,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-0.6994347737714982,-1.2886102001359667,-0.43913420936104475,0.48804608017886253,,0.242399562768596
9,10.0,FEMALE,MrgD-ChR2,,0.0,6.22,453.93,bl,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-1.791277648486484,-1.3263886350257021,-0.7590974758464741,-1.0204599858285308,,0.13443149459262493
10,1.0,MALE,MrgD-ChR2,,3.0,10.3,941.75,cfa,,,,,,,,,,,,,,,,MrgD-ChR2.csv,0.3103589418275309,-0.6229887835787291,-0.11283503660857722,1.2422991131825591,,0.7279738038365702
11,2.0,MALE,MrgD-ChR2,,1.0,9.87,494.48,cfa,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-0.9824138605145226,-1.2679185764463599,-0.18094602897923814,-0.2662069528248342,,0.16864308902871336
12,3.0,FEMALE,MrgD-ChR2,,2.0,10.32,1313.95,cfa,,,,,,,,,,,,,,,,MrgD-ChR2.csv,0.17458182801439764,-0.08630430014516063,-0.10966708347505817,0.48804608017886253,,0.6855422856204804
13,4.0,FEMALE,MrgD-ChR2,,3.0,18.08,1347.77,cfa,,,,,,,,,,,,,,,,MrgD-ChR2.csv,1.3521861469380467,-0.037538396787494724,1.119498732330353,1.2422991131825591,,0.8007092860265933
14,5.0,MALE,MrgD-ChR2,,3.0,12.25,832.08,cfa,,,,,,,,,,,,,,,,MrgD-ChR2.csv,0.3978860647577181,-0.7811246978671746,0.1960403939095351,1.2422991131825591,,0.7488869063455618
15,6.0,FEMALE,MrgD-ChR2,,2.0,8.78,445.94,cfa,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-0.6783327738512299,-1.3379096157420756,-0.35359947475602915,0.48804608017886253,,0.25021672271270723
16,7.0,FEMALE,MrgD-ChR2,,2.0,12.38,1007.55,cfa,,,,,,,,,,,,,,,,MrgD-ChR2.csv,0.11060086816678123,-0.5281101188556534,0.21663208927740937,0.48804608017886253,,0.6609291613308529
17,8.0,FEMALE,MrgD-ChR2,,3.0,16.27,971.75,cfa,,,,,,,,,,,,,,,,MrgD-ChR2.csv,0.878632536742769,-0.5797310337049864,0.8327989737468744,1.2422991131825591,,0.8012917133971296
18,9.0,MALE,MrgD-ChR2,,2.0,16.24,614.62,cfa,,,,,,,,,,,,,,,,MrgD-ChR2.csv,0.13948675155290663,-1.094685707451978,0.8280470440465956,0.48804608017886253,,0.6724193329716671
19,1.0,MALE,MrgD-ChR2,,0.0,6.19,419.4,cfa+painkiller,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-1.8223603351299635,-1.3761783051303802,-0.7638494055467526,-1.0204599858285308,,0.13569239644357517
20,2.0,FEMALE,MrgD-ChR2,,0.0,4.76,177.6,cfa+painkiller,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-2.1511090826033037,-1.7248357691127467,-0.9903580545933685,-1.0204599858285308,,0.1605104006157368
21,3.0,FEMALE,MrgD-ChR2,,1.0,6.67,917.2,cfa+painkiller,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-0.9267395588347441,-0.6583880422254086,-0.6878185303422942,-0.2662069528248342,,0.17905182068981126
22,4.0,FEMALE,MrgD-ChR2,,2.0,8.0,682.35,cfa+painkiller,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-0.5552572361535406,-0.9970241274870247,-0.477149646963274,0.48804608017886253,,0.3027791290428048
23,5.0,FEMALE,MrgD-ChR2,,1.0,11.77,115.22,cfa+painkiller,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-1.1207864125888165,-1.8147830503502158,0.12000951870507658,-0.2662069528248342,,0.14950420160131506
24,6.0,FEMALE,MrgD-ChR2,,1.0,8.26,589.0,cfa+painkiller,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-1.051418680151526,-1.1316278258441543,-0.4359662562275257,-0.2662069528248342,,0.15800155007373828
25,7.0,MALE,MrgD-ChR2,,2.0,8.27,1674.67,cfa+painkiller,,,,,,,,,,,,,,,,MrgD-ChR2.csv,0.2840727844989255,0.4338268843367223,-0.4343822796607662,0.48804608017886253,,0.7207513920402904
26,8.0,MALE,MrgD-ChR2,,0.0,8.83,139.81,cfa+painkiller,,,,,,,,,,,,,,,,MrgD-ChR2.csv,-1.8115128221327024,-1.7793261147037047,-0.3456795919222313,-1.0204599858285308,,0.13523416847657793
0,"Cage1, Animal 1",,C57,-1.587903174,0.0,5.44,436.99,0.07 vfh,Baseline,,,,,,,,,,,,-0.9047293120000001,-0.917550257,-0.9310221759999999,CCI injured paw.csv,-1.876214835874515,-1.3508148444544088,-0.882647648053719,-1.0204599858285308,,0.1382655109879966
1,"Cage1, Animal 2",,C57,-0.9418177609999999,1.0,4.89,635.8125,0.07 vfh,Baseline,,,,,,,,,,,,-0.9778556279999999,0.069947777,-0.671404653,CCI injured paw.csv,-1.3198633941313045,-1.0641277119786683,-0.9697663592254944,-0.2662069528248342,,0.1346779949376264
2,"Cage1, Animal 4",,C57,-1.70050895,0.0,4.4,399.05,0.07 vfh,Baseline,,,,,,,,,,,,-1.043381288,-0.917550257,-0.9805632940000001,CCI injured paw.csv,-2.002070255671211,-1.4055214787947357,-1.0473812109967122,-1.0204599858285308,,0.146388214321515
3,"Cage2, Animal 0",,C57,-1.455825605,0.0,5.51,604.05,0.07 vfh,Baseline,,,,,,,,,,,,-0.894635107,-0.917550257,-0.712879343,CCI injured paw.csv,-1.7326760523657059,-1.1099268546574934,-0.8715598120864022,-1.0204599858285308,,0.13247928123582
4,"Cage2, Animal 1",,C57,-1.490690894,0.0,6.65,436.15,0.07 vfh,Baseline,,,,,,,,,,,,-0.7432220279999999,-0.917550257,-0.932119027,CCI injured paw.csv,-1.766719093664698,-1.3520260614508737,-0.6909864834758133,-1.0204599858285308,,0.13354682753119007
5,"Cage2, Animal 3",,C57,-1.111234329,0.0,8.25,767.98,0.07 vfh,Baseline,,,,,,,,,,,,-0.5298569329999999,-0.917550257,-0.498830116,CCI injured paw.csv,-1.348570721949575,-0.8735520900974051,-0.43755023279428523,-1.0204599858285308,,0.133469329843511
6,"Cage3, Animal 0",,C57,-0.49569377200000003,1.0,6.93,1008.93,0.07 vfh,Baseline,,,,,,,,,,,,-0.7058321320000001,0.069947777,-0.18420354100000003,CCI injured paw.csv,-0.8277485415620057,-0.5261202623614613,-0.646635139606546,-0.2662069528248342,,0.202194830325113
7,"Cage3, Animal 3",,C57,-0.24954358,2.0,6.29,687.15,0.07 vfh,Baseline,,,,,,,,,,,,-0.791186171,1.057445812,-0.60436941,CCI injured paw.csv,-0.7070327915621755,-0.990102887507226,-0.7480096398791571,0.48804608017886253,,0.2396705446146108
8,"Cage3, Animal 4",,C57,-1.701394065,0.0,3.58,485.4,0.07 vfh,Baseline,,,,,,,,,,,,-1.152310696,-0.917550257,-0.867809591,CCI injured paw.csv,-2.0058438011058843,-1.281011255408146,-1.1772672894709955,-1.0204599858285308,,0.14668161257746917
9,"Cage1, Animal 1",,C57,-1.3673116280000002,0.0,7.16,544.66,0.6 vfh,Baseline,,,,,,,,,,,,-0.674616103,-0.917550257,-0.790429342,CCI injured paw.csv,-1.631185293445173,-1.1955627801575461,-0.6102036785710763,-1.0204599858285308,,0.13036272628959672
10,"Cage1, Animal 2",,C57,1.135717275,4.0,4.87,1243.18,0.6 vfh,Baseline,,,,,,,,,,,,-0.980895891,3.03244188,0.121674339,CCI injured paw.csv,0.5065719667256487,-0.18834933209731977,-0.9729343123590134,1.9965521461862559,,0.7688626672499643
